,NFLX,AAPL,BAC,BA,CSCO,CME,DE
2005-07-12 01:00:00,2.4071428776,4.7291817665,33.218624115,45.0590324402,15.168176651,37.2434539795,25.3426475525
2005-07-13 01:00:00,2.3614284992,4.7427840233,33.5411987305,45.2552528381,15.3138780594,37.5988578796,25.1062393188
2005-07-14 01:00:00,2.3571429253,5.0395951271,33.5851974487,45.2552528381,15.2908716202,37.6125717163,25.2444515228
2005-07-15 01:00:00,2.3428571224,5.1385335922,33.7098236084,45.3743743896,15.2525243759,38.0340766907,25.368106842
2005-07-18 01:00:00,2.3257143497,5.1311116219,33.0500106812,45.3673667908,15.0684900284,37.754737854,25.4299297333
2005-07-19 01:00:00,2.3414285183,5.3413543701,32.8593978882,45.4724845886,15.4672422409,38.4094276428,26.0009403229
2005-07-20 01:00:00,2.4128570557,5.3957681656,32.8887062073,46.3063850403,15.4288959503,38.010383606,26.0554981232
2005-07-21 01:00:00,2.3785715103,5.3537201881,32.6980857849,46.0471038818,14.9994659424,38.284740448,25.9318389893
2005-07-22 01:00:00,2.3428571224,5.4415268898,32.8813819885,46.3904876709,14.8154268265,37.8245697021,25.9500350952
2005-07-25 01:00:00,2.4228570461,5.4180297852,32.7420845032,46.285369873,14.4550085068,37.0376853943,25.7208900452
2005-07-26 01:00:00,2.7157142162,5.3957681656,32.646774292,46.4955978394,14.6160449982,37.8482666016,25.6445102692
2005-07-27 01:00:00,2.7885713577,5.4402885437,32.3681907654,46.7408599854,14.7080640793,36.8344039917,26.4010105133
2005-07-28 01:00:00,2.7014286518,5.4167923927,32.2655448914,46.2503395081,14.8000860214,37.4741439819,26.7028827667
2005-07-29 01:00:00,2.6514284611,5.2745709419,31.9649562836,46.2573471069,14.6850662231,37.5427360535,26.7428894043
2005-08-01 01:00:00,2.7628571987,5.2869377136,32.008934021,46.0751304626,14.7694177628,37.8295669556,26.6228733063
2005-08-02 01:00:00,2.7957143784,5.3413543701,32.2142333984,46.4815788269,14.9457893372,38.5179443359,26.5101261139
2005-08-03 01:00:00,2.9842858315,5.3450641632,32.0969276428,46.7058143616,14.984131813,38.0440559387,26.3464622498
2005-08-04 01:00:00,2.9485714436,5.2819914818,32.0456008911,46.4395256042,14.8997783661,37.6375045776,25.9754810333
2005-08-05 01:00:00,2.9957141876,5.3166189194,31.70835495,46.3834686279,14.8000860214,36.9366645813,26.0373134613
2005-08-08 01:00:00,3.1085715294,5.2745709419,31.4810733795,46.2433204651,14.7617464066,36.1809501648,25.9754810333
2005-08-09 01:00:00,3.0485713482,5.4192647934,31.4517536163,47.0421829224,15.0378074646,36.5513343811,26.0482273102
2005-08-10 01:00:00,2.9814286232,5.3648509979,31.3417930603,46.3950843811,13.9949035645,36.1135940552,25.9682025909
2005-08-11 01:00:00,3.0,5.4415268898,31.3711013794,47.3446311951,13.849199295,36.2283477783,26.5101261139
2005-08-12 01:00:00,3.1571428776,5.7012352943,31.29778862,46.8030395508,13.6498231888,36.5587997437,26.4046554565
2005-08-15 01:00:00,3.1385715008,5.8966360092,31.6570529938,47.4501457214,13.5808076859,34.1943702698,26.4810237885
2005-08-16 01:00:00,3.1771428585,5.719786644,32.052936554,46.6131134033,13.5194606781,34.1694374084,23.5059509277
2005-08-17 01:00:00,3.1271429062,5.8310909271,32.0602493286,47.140663147,13.6804990768,33.154335022,23.4695911407
2005-08-18 01:00:00,3.0585713387,5.7259712219,32.1115760803,46.8663330078,13.5424613953,33.2678146362,23.3604793549
2005-08-19 01:00:00,3.0542857647,5.6678452492,31.9796142578,47.2320976257,13.6651592255,34.1070823669,23.622341156
2005-08-22 01:00:00,3.0642857552,5.6727905273,32.0675964355,47.682258606,13.5654678345,34.1320304871,23.5277843475
2005-08-23 01:00:00,3.0142858028,5.6567139626,31.7743320465,47.4290542603,13.619146347,34.3589782715,23.3059234619
2005-08-24 01:00:00,3.0057141781,5.6604237556,31.4590873718,47.2180366516,13.4351072311,34.3028640747,23.0331516266
2005-08-25 01:00:00,3.0085713863,5.6962895393,31.5763931274,47.274307251,13.4044322968,33.7653808594,23.2186336517
2005-08-26 01:00:00,3.0271427631,5.6567139626,31.4077682495,46.6412506104,13.3430862427,33.5459136963,23.2150001526
2005-08-29 01:00:00,3.1342856884,5.6690821648,31.7890110016,47.5345497131,13.5271282196,33.5521430969,23.2768211365
2005-08-30 01:00:00,3.0571429729,5.7593617439,31.5983734131,46.9437255859,13.4274377823,34.0447273254,23.4695911407
2005-08-31 01:00:00,3.0799999237,5.7989349365,31.9173221588,47.140663147,13.5117931366,34.6183891296,23.7787399292
2005-09-01 01:00:00,3.0642857552,5.7210230827,31.9692420959,46.4161834717,13.5347957611,37.5527038574,23.600522995
2005-09-02 01:00:00,3.0771429539,5.7160773277,31.8283290863,45.2555923462,13.588476181,37.2509231567,23.6587104797
2005-09-06 01:00:00,3.2514286041,6.0351462364,32.1546936035,45.7409362793,13.9565668106,37.1499061584,24.0260448456
2005-09-07 01:00:00,3.2271428108,6.0203070641,32.1250190735,45.3681373596,14.1099300385,37.4821434021,23.9533100128
2005-09-08 01:00:00,3.4414286613,6.1563439369,31.9173221588,45.4314498901,14.0869235992,37.9330291748,23.5386943817
2005-09-09 01:00:00,3.5671429634,6.3455615044,31.8579978943,46.0011863708,14.247959137,37.9942359924,23.4768600464
2005-09-12 01:00:00,3.6014285088,6.3566932678,31.6725521088,45.8183135986,14.1712770462,37.9255409241,23.7605419159
2005-09-13 01:00:00,3.4814286232,6.2849626541,31.6428890228,46.0011863708,13.9949035645,37.7069664001,23.5132331848
2005-09-14 01:00:00,3.3814284801,6.1353211403,31.6280479431,45.1430587769,13.6804990768,37.6320266724,23.0877056122
2005-09-15 01:00:00,3.3457143307,6.1674752235,31.6948108673,45.7761077881,13.8261995316,37.5321006775,22.7821903229
2005-09-16 01:00:00,3.4571428299,6.3331952095,32.3994636536,45.5791549683,14.1252641678,38.7810821533,22.749464035
2005-09-19 01:00:00,3.3242857456,6.5100460052,32.1843566895,45.0867767334,13.933552742,38.2190322876,22.4039402008
2005-09-20 01:00:00,3.3114285469,6.5780630112,31.8950786591,44.6295852661,13.7801790237,39.8302345276,22.1966323853
2005-09-21 01:00:00,3.2385714054,6.444498539,31.3461780548,43.8980751038,13.6881608963,39.98387146,21.9675045013
2005-09-22 01:00:00,3.3742856979,6.4185266495,31.2942619324,43.9684181213,13.8875465393,41.3415222168,22.1784439087
2005-09-23 01:00:00,3.4528572559,6.5793004036,31.3239345551,44.4537391663,13.8415279388,40.7919578552,22.0220603943
2005-09-26 01:00:00,3.4242856503,6.6584506035,31.1533470154,45.4877128601,13.7418441772,41.6662597656,22.1420898438
2005-09-27 01:00:00,3.4714286327,6.6089806557,31.0939998627,46.8100776672,13.588476181,41.0292778015,22.4839572906
2005-09-28 01:00:00,3.4628572464,6.3171172142,30.8566398621,47.274307251,13.7418441772,40.6333389282,22.2354011536
2005-09-29 01:00:00,3.4857141972,6.4729437828,31.2275218964,47.3235359192,13.6958370209,41.5975608826,22.1513233185
2005-09-30 01:00:00,3.7128572464,6.630004406,31.2275218964,47.7948265076,13.7418441772,42.1283874512,22.3706455231
2005-10-03 01:00:00,3.8057143688,6.732653141,31.1904258728,47.2250518799,13.6038064957,42.8815231323,22.5241641998
2005-10-04 01:00:00,3.8557143211,6.64731884,31.0865879059,47.7948265076,13.5501327515,42.5467910767,22.2171230316
2005-10-05 01:00:00,3.7128572464,6.5273590088,31.1236629486,47.1617736816,13.4197702408,41.9660110474,21.9612464905
2005-10-06 01:00:00,3.6685714722,6.3937931061,31.3239345551,47.7807312012,13.5961408615,41.8636016846,22.0635986328
2005-10-07 01:00:00,3.8928570747,6.3443264961,31.3536071777,47.337600708,13.5194606781,41.9098052979,22.3377437592
2005-10-10 01:00:00,4.0985713005,6.2293114662,31.2200870514,47.7596359253,13.4121007919,41.2041282654,22.1074619293
2005-10-11 01:00:00,4.0300002098,6.3801903725,31.06432724,46.9155921936,13.1820459366,41.4314613342,21.7748241425
2005-10-12 01:00:00,3.9300000668,6.0907998085,31.0717468262,47.5837936401,13.3660917282,39.8427352905,21.8808307648
2005-10-13 01:00:00,3.9857141972,6.6460833549,31.1533470154,46.7678527832,13.2664003372,38.768611908,21.6870918274
2005-10-14 01:00:00,4.1085715294,6.6782369614,31.1904258728,47.4782867432,13.243393898,39.6179084778,21.6944084167
2005-10-17 01:00:00,4.1571426392,6.6089806557,31.1904258728,47.2954063416,13.1667137146,40.2923545837,21.6870918274
2005-10-18 01:00:00,3.9214286804,6.4568662643,30.8343849182,47.2109947205,13.0210084915,41.3352813721,21.3361873627
2005-10-19 01:00:00,4.0500001907,6.7944879532,31.4796962738,48.0902328491,13.1897192001,41.6162948608,21.4933586121
2005-10-20 01:00:00,3.66142869,6.9428920746,31.3016891479,47.337600708,12.9826669693,41.7162284851,21.4129562378
2005-10-21 01:00:00,3.7357141972,6.8835310936,31.3461780548,46.4372749329,13.0593519211,43.4647941589,20.8938884735
2005-10-24 01:00:00,3.8528571129,7.0232796669,32.1769561768,47.3516769409,13.1590423584,44.3827972412,21.3837051392
2005-10-25 01:00:00,3.9157142639,6.9379458427,32.0286102295,47.1054878235,13.1283712387,44.8411903381,21.2923164368
2005-10-26 01:00:00,3.5685713291,7.0529584885,32.0434341431,45.7901573181,13.1130313873,45.1721687317,21.6176528931
2005-10-27 01:00:00,3.7000000477,6.8526134491,32.0286102295,45.0516204834,13.0746850967,44.116771698,21.2594261169
2005-10-28 01:00:00,3.7542858124,6.7363629341,32.6219940186,46.1699905396,13.1437063217,45.2758331299,21.8004131317
2005-10-31 00:00:00,3.7728571892,7.1222171783,32.4439811707,45.4666061401,13.3814258575,45.6068115234,22.1805648804
2005-11-01 00:00:00,3.6685714722,7.1110854149,32.3549690247,45.7550125122,13.4044322968,44.9635734558,22.3340873718
2005-11-02 00:00:00,3.8742856979,7.4140796661,32.6961669922,45.5088119507,13.5194606781,46.5560417175,22.7179031372
2005-11-03 00:00:00,3.8685715199,7.6490545273,32.6442451477,46.071521759,13.4274377823,46.7121658325,22.8312187195
2005-11-04 00:00:00,3.9414286613,7.562485218,32.8074226379,45.9167938232,13.703502655,47.6988525391,22.6447944641
2005-11-07 00:00:00,3.9728572369,7.4487085342,32.9780273438,46.205165863,13.6881608963,48.4819755554,23.0541954041
2005-11-08 00:00:00,4.0799999237,7.4078965187,32.9261207581,45.9015579224,13.6958370209,48.4607391357,23.057844162
2005-11-09 00:00:00,4.0214285851,7.433868885,33.0373764038,45.6897392273,13.6114788055,47.5352363586,23.1967506409
2005-11-10 00:00:00,4.2214283943,7.5661959648,33.6010971069,46.671169281,13.1513729095,48.9378738403,23.5001430511
2005-11-11 00:00:00,4.2957143784,7.6107172966,33.7197723389,46.1416091919,13.3967599869,48.310874939,23.3502674103
2005-11-14 00:00:00,4.145714283,7.5995845795,33.8384590149,46.7629699707,13.3047418594,47.977394104,23.3393039703
2005-11-15 00:00:00,3.9928572178,7.702231884,33.5640068054,47.3066368103,13.243393898,48.3233566284,23.0468826294
2005-11-16 00:00:00,3.9628572464,8.0324373245,33.3563232422,47.6172904968,13.2050514221,47.2042694092,23.3137130737
2005-11-17 00:00:00,4.1071429253,7.9792571068,33.6307563782,47.7655792236,13.3200798035,47.2430000305,22.9701213837
2005-11-18 00:00:00,4.0599999428,7.9842042923,33.7939453125,47.2713317871,13.0516815186,46.9494628906,23.065164566
2005-11-21 00:00:00,4.1014285088,8.0336694717,34.0016479492,48.7187538147,13.082359314,47.8874511719,23.0286045074
2005-11-22 00:00:00,4.1714286804,8.2265987396,34.1944923401,48.7893791199,13.2510623932,47.7001190186,24.6369609833
2005-11-23 00:00:00,4.145714283,8.2995615005,34.6469802856,49.0294494629,13.3737573624,48.2946434021,24.7831687927
2005-11-25 00:00:00,4.1785712242,8.5753517151,34.8546600342,48.761138916,13.4581079483,49.5723381042,24.7393016815
2005-11-28 00:00:00,3.9400000572,8.6149253845,34.5357055664,48.4575119019,13.4044322968,46.3749351501,25.1852550507
2005-11-29 00:00:00,3.8571429253,8.4219989777,34.6988716125,48.8105506897,13.4274377823,46.2250709534,25.3131942749
2005-11-30 00:00:00,3.9342856407,8.3873710632,34.4064865112,48.1468467712,13.4504404068,44.2329330444,25.34973526
2005-12-01 00:00:00,3.8728570938,8.854847908,34.3989715576,49.1918487549,13.5654678345,46.025226593,25.2510490417
2005-12-02 00:00:00,3.9557142258,8.9822292328,34.5864181519,49.0294494629,13.5271282196,46.187587738,25.1742744446
2005-12-05 00:00:00,3.9571428299,8.882060051,34.8113365173,48.8599815369,13.4197702408,45.213394165,24.9293727875
2005-12-06 00:00:00,3.9642856121,9.1578407288,34.7213821411,49.1212272644,13.4657812119,44.926109314,25.4411258698
2005-12-07 00:00:00,3.91142869,9.1454782486,34.3839683533,49.1777076721,13.6344861984,43.3954048157,25.2035312653
2005-12-08 00:00:00,3.9285714626,9.1615505219,34.3239974976,49.4742622375,13.5271282196,44.778553009,25.2620182037
2005-12-09 00:00:00,3.6771428585,9.1924715042,34.4139671326,49.1777076721,13.4581079483,45.0149040222,25.2620182037
2005-12-12 00:00:00,3.5857143402,9.2641963959,34.294002533,49.5589866638,13.4351072311,45.9465751648,24.8562755585
2005-12-13 00:00:00,3.4357142448,9.272857666,34.8638267517,49.84141922,13.4197702408,46.177947998,25.3314704895
2005-12-14 00:00:00,3.4900000095,8.9055528641,35.0737495422,50.4486618042,13.5654678345,46.1904640198,25.4813232422
2005-12-15 00:00:00,3.7057142258,8.9265737534,34.9987831116,49.9826278687,13.619146347,46.0366287231,25.554441452
2005-12-16 00:00:00,3.7571427822,8.7942485809,35.2162132263,49.9543952942,13.4351072311,46.14793396,25.5946464539
2005-12-19 00:00:00,3.6600000858,8.8276414871,34.8863258362,49.4036598206,13.3967599869,45.9153251648,25.3753299713
2005-12-20 00:00:00,3.5871429443,8.9179201126,35.006275177,49.9473228455,13.2740659714,46.4855918884,25.5763759613
2005-12-21 00:00:00,3.9128570557,9.0898218155,34.9687957764,49.7002182007,13.1973848343,46.7782554626,25.4813232422
2005-12-22 00:00:00,3.9428570271,9.1541337967,35.1787185669,50.356842041,13.2587299347,47.0483551025,25.7810688019
2005-12-23 00:00:00,3.9614286423,9.0712747574,35.1937141418,50.4768714905,13.3047418594,47.4910392761,25.7993488312
2005-12-27 00:00:00,3.854285717,9.1801013947,34.9088287354,49.7990570068,13.2280550003,47.3597640991,25.2181453705
2005-12-28 00:00:00,3.8857142925,9.0984792709,34.6913719177,50.1026611328,13.2587299347,46.7707099915,25.3468151093
2005-12-29 00:00:00,3.8928570747,8.8362989426,34.631401062,50.2580070496,13.2203912735,46.0228614807,25.2438774109
2005-12-30 00:00:00,3.8657143116,8.890712738,34.6014099121,49.5942802429,13.1283712387,45.9578437805,25.0380210876
2006-01-03 00:00:00,3.7214286327,9.2444114685,35.2986869812,49.7355194092,13.3814258575,45.4000930786,24.997587204
2006-01-04 00:00:00,3.5714285374,9.2716188431,34.9238014221,50.2509498596,13.6881608963,44.7460289001,25.0306568146
2006-01-05 00:00:00,3.5614285469,9.1986541748,34.9687957764,49.6578483582,14.0715904236,45.5213928223,25.0710983276
2006-01-06 00:00:00,3.5757143497,9.4361000061,34.9163017273,48.9658889771,14.393658638,46.8907775879,25.1556606293
2006-01-09 00:00:00,3.5714285374,9.4051828384,34.9387893677,48.5563697815,14.6160449982,47.6473922729,25.3026943207
2006-01-10 00:00:00,3.6328570843,10.0000419617,34.6463928223,48.7893791199,14.5470323563,47.4648132324,25.3137264252
2006-01-11 00:00:00,3.5499999523,10.3760023117,34.5639190674,49.4954414368,14.8767728806,48.2726898193,25.4203357697
2006-01-12 00:00:00,3.6742856503,10.4242353439,34.3389930725,49.2059707642,14.723405838,47.5410919189,25.4681243896
2006-01-13 00:00:00,3.6514284611,10.5850067139,34.3389930725,49.0576934814,14.508687973,47.8024711609,25.5857658386
2006-01-17 00:00:00,3.6800000668,10.4761762619,33.9716186523,48.4998970032,14.3246469498,47.7724494934,25.8761749268
2006-01-18 00:00:00,3.5499999523,10.201622963,33.9341163635,48.2457122803,14.3629875183,47.0934028625,25.8835201263
2006-01-19 00:00:00,3.6314284801,9.7749595642,33.8441581726,48.132724762,14.5853681564,47.7699623108,25.90558815
2006-01-20 00:00:00,3.3528571129,9.4101295471,33.131893158,46.9536018372,14.1942815781,47.1021385193,25.3137264252
2006-01-23 00:00:00,3.3257143497,9.6055326462,32.959438324,47.3207511902,13.9258842468,48.0813407898,25.4387187958
2006-01-24 00:00:00,3.5342857838,9.4039478302,33.1693687439,47.7726364136,14.0562467575,51.076499939,25.9974861145
2006-01-25 00:00:00,4.0842857361,9.1763925552,33.4617767334,47.2430763245,14.2402858734,50.3048820496,26.3099555969
2006-01-26 00:00:00,4.1428570747,8.9451274872,33.6642227173,48.5210647583,14.247959137,51.1090049744,26.2290821075
2006-01-27 00:00:00,3.9742856026,8.9080266953,33.5892448425,48.4080886841,14.4013252258,50.2285881042,26.615070343
2006-01-30 00:00:00,3.9428570271,9.2753324509,33.3493080139,48.7399520874,14.4856777191,50.5237579346,26.548910141
2006-01-31 00:00:00,3.9357142448,9.3384027481,33.1618728638,48.231590271,14.2402858734,52.9311218262,26.3798122406
2006-02-01 00:00:00,3.8728570938,9.3272714615,32.9519271851,50.568687439,14.247959137,51.7930908203,27.6076183319
2006-02-02 00:00:00,3.7285714149,8.9166822433,32.569568634,50.6251716614,14.0869235992,52.0444641113,27.4752845764
2006-02-03 00:00:00,3.7300000191,8.8857660294,32.3071479797,50.0391235352,13.9182186127,52.0269317627,27.3907394409
2006-02-06 00:00:00,3.7542858124,8.3230609894,32.5170669556,50.2297668457,13.672829628,52.2483100891,27.5414543152
2006-02-07 00:00:00,3.7028572559,8.360162735,32.60704422,50.5192489624,13.8722047806,50.0235061646,27.6039581299
2006-02-08 00:00:00,3.5914285183,8.5098056793,32.7420005798,50.8808670044,14.8767728806,50.51121521,27.0451812744
2006-02-09 00:00:00,3.5114285946,8.0324373245,32.8619728088,51.0581321716,14.9917974472,49.8547096252,27.155462265
2006-02-10 00:00:00,3.6328570843,8.3242998123,32.9294586182,51.426815033,15.152838707,50.0547828674,27.0635566711
2006-02-13 00:00:00,3.604285717,8.0027532578,32.764503479,51.1290245056,14.9917974472,50.3836746216,27.1297340393
2006-02-14 00:00:00,3.5128571987,8.3651103973,33.1093864441,51.5544548035,15.1068248749,51.4804573059,27.449546814
2006-02-15 00:00:00,3.5642857552,8.5605096817,33.259349823,51.3701133728,15.2908716202,51.5242233276,27.6811523438
2006-02-16 00:00:00,3.5928571224,8.7274646759,33.5067596436,51.4410057068,15.3215398788,51.3991584778,27.5708675385
2006-02-17 00:00:00,3.5685713291,8.6928386688,33.4842758179,51.7316932678,15.2295217514,51.7743263245,28.008310318
2006-02-21 00:00:00,3.6771428585,8.5431966782,33.401802063,51.7955245972,15.0148019791,51.5429801941,28.5523891449
2006-02-22 00:00:00,3.7671427727,8.8202209473,33.7991828918,52.7456359863,15.083817482,52.8460769653,29.0008640289
2006-02-23 00:00:00,3.6728570461,8.8733987808,34.0166091919,52.3982009888,15.1221609116,52.1707687378,28.5817947388
2006-02-24 00:00:00,3.7114286423,8.8375358582,34.2790145874,52.6889038086,15.2218532562,52.856086731,28.5413627625
2006-02-27 00:00:00,3.7899999619,8.7794094086,34.4739456177,52.5612945557,15.3138780594,54.4005699158,28.4273967743
2006-02-28 00:00:00,3.8299999237,8.4702301025,34.3764801025,51.5402793884,15.5209217072,53.2250366211,28.0377292633
2006-03-01 00:00:00,3.8357143402,8.5456724167,34.5659751892,51.7246131897,16.1497325897,53.9503479004,28.3391685486
2006-03-02 00:00:00,3.8299999237,8.6087417603,34.2248840332,51.6182746887,16.0116996765,54.2117195129,28.5450363159
2006-03-03 00:00:00,3.8228571415,8.3750019073,34.2551956177,52.0365982056,16.1343994141,54.3067817688,28.809715271
2006-03-06 00:00:00,3.6600000858,8.0979824066,34.270362854,51.4977035522,16.1420650482,53.548915863,28.0303668976
2006-03-07 00:00:00,3.6371428967,8.2006282806,34.5811500549,51.8735313416,16.0040340424,52.8998680115,28.0597801208
2006-03-08 00:00:00,3.5899999142,8.1202402115,34.6493682861,51.6324577332,15.9963579178,52.5704727173,27.5488109589
2006-03-09 00:00:00,3.6071429253,7.9062886238,34.5280838013,52.29895401,15.674290657,52.184715271,27.3870620728
2006-03-10 00:00:00,3.6500000954,7.8147749901,34.8312950134,53.0292701721,15.9656848907,53.6551055908,27.5598316193
2006-03-13 00:00:00,3.5857143402,8.1227149963,34.8237266541,53.0646934509,15.9963579178,53.0914802551,27.6407165527
2006-03-14 00:00:00,3.6314284801,8.3255348206,35.0662879944,53.4972076416,16.2954311371,53.9143447876,28.3134422302
2006-03-15 00:00:00,3.5871429443,8.1907320023,35.1724014282,53.9226646423,16.4411354065,54.1698493958,28.8905830383
2006-03-16 00:00:00,3.6385715008,7.9532856941,35.4453010559,54.4048156738,16.2954311371,53.5924835205,28.8170661926
2006-03-17 00:00:00,3.7385714054,7.9965691566,35.5514259338,55.1989326477,16.579164505,53.160369873,28.8207530975
2006-03-20 00:00:00,3.8685715199,7.9137086868,35.5514259338,55.4329032898,16.6251792908,53.732749939,28.6406173706
2006-03-21 00:00:00,3.8814284801,7.6441063881,35.3012657166,55.4896430969,16.4181232452,52.82472229,28.063457489
2006-03-22 00:00:00,4.0071430206,7.6267967224,35.6196517944,55.7377853394,16.4257984161,53.3044204712,28.412689209
2006-03-23 00:00:00,4.041428566,7.4400515556,35.3998222351,55.2343826294,16.4181232452,53.8178901672,28.6736907959
2006-03-24 00:00:00,4.0957140923,7.4153151512,35.5514259338,55.8228759766,16.3797893524,54.5130386353,28.7655944824
2006-03-27 01:00:00,4.1271429062,7.3596639633,35.4907913208,55.5818138123,16.6328468323,56.0322189331,28.8648586273
2006-03-28 01:00:00,4.0042858124,7.2607288361,34.914680481,54.9578514099,16.3567771912,55.655254364,29.0045452118
2006-03-29 01:00:00,4.1728572845,7.7084188461,34.8464622498,56.1419639587,16.5408153534,56.1199073792,29.3407402039
2006-03-30 01:00:00,4.0914287567,7.7603597641,34.5735702515,55.6030693054,16.8475570679,56.1036338806,29.473733902
2006-03-31 01:00:00,4.1414284706,7.7566490173,34.5205116272,55.255645752,16.6175079346,56.047290802,29.2040424347
2006-04-03 01:00:00,4.0185713768,7.7479891777,34.6266212463,55.312374115,16.5561599731,54.9388465881,29.5587024689
2006-04-04 01:00:00,3.9157142639,7.5649585724,35.0890274048,55.7307014465,16.5331516266,55.7278785706,29.7249488831
2006-04-05 01:00:00,4.0942854881,8.3119325638,35.2861175537,56.0923194885,16.6328468323,55.5901107788,29.891204834
2006-04-06 01:00:00,4.0357141495,8.8103246689,35.0207977295,56.5957374573,16.2417526245,57.0379829407,29.5550041199
2006-04-07 01:00:00,3.9914286137,8.6310024261,34.6721076965,56.4184646606,15.9580192566,60.1803512573,29.4183197021
2006-04-10 01:00:00,4.0357141495,8.4924945831,34.6266212463,57.2835121155,16.0960559845,60.6463050842,29.621509552
2006-04-11 01:00:00,4.0742855072,8.4083938599,34.53565979,57.1275177002,16.1267280579,60.4321022034,29.9059658051
2006-04-12 01:00:00,4.1028571129,8.2500972748,34.656955719,58.9994049072,16.1190605164,61.357673645,31.0512275696
2006-04-13 01:00:00,4.1700000763,8.220416069,34.6645355225,58.8008613586,16.2417526245,61.3902320862,31.2950534821
2006-04-17 01:00:00,4.1714286804,8.0151224136,34.4750289917,58.3896179199,15.9963579178,61.6570320129,31.6349391937
2006-04-18 01:00:00,4.2571430206,8.189494133,34.8388824463,59.0632019043,16.4641399384,62.0314788818,32.7173881531
2006-04-19 01:00:00,4.4400000572,8.1190080643,34.9070930481,60.2402000427,16.3030986786,62.4222679138,32.5770149231
2006-04-20 01:00:00,4.4442858696,8.3638725281,35.0814552307,60.6230735779,16.1267280579,61.9839057922,32.2703781128
2006-04-21 01:00:00,4.4000000954,8.2909078598,35.528678894,61.3037796021,15.8583335876,62.6364364624,32.3479614258
2006-04-24 01:00:00,4.4628572464,8.1313734055,35.6803016663,61.048538208,15.559261322,61.8085823059,31.9489517212
2006-04-25 01:00:00,4.5257143974,8.1833114624,35.6954421997,60.3465576172,15.6972932816,59.5228424072,31.0216712952
2006-04-26 01:00:00,4.4971427917,8.4281835556,36.1654319763,60.2047576904,15.8966741562,58.7087211609,31.8824634552
2006-04-27 01:00:00,4.4699997902,8.5778245926,37.1736106873,59.6304512024,16.0883865356,58.557182312,31.7272949219
2006-04-28 01:00:00,4.2342858315,8.705206871,37.8406562805,59.1695823669,16.0653800964,57.3623580933,32.4292144775
2006-05-01 01:00:00,4.2285714149,8.607506752,37.2797164917,59.4602775574,16.0730438232,56.7999992371,32.7432632446
2006-05-02 01:00:00,4.3142857552,8.8573188782,37.4919815063,60.5025634766,16.402797699,57.7380714417,33.7444190979
2006-05-03 01:00:00,4.2442855835,8.797958374,37.3706893921,60.8854293823,16.4794769287,56.4931335449,33.5153846741
2006-05-04 01:00:00,4.2842855453,8.7967224121,37.8558197021,61.4314002991,16.7632141113,59.760799408,33.2161369324
2006-05-05 01:00:00,4.3285713196,8.890712738,38.2575759888,62.7289581299,16.6788539886,60.8692169189,33.3823776245
2006-05-08 01:00:00,4.2857141495,8.890712738,37.9846916199,62.1050071716,16.6865234375,60.5560951233,33.6890106201
2006-05-09 01:00:00,4.3885712624,8.7843523026,38.0453300476,62.3886146545,16.6251792908,60.26304245,33.5818710327
2006-05-10 01:00:00,4.4157142639,8.7311763763,38.0301589966,63.2779541016,15.9120063782,60.1152458191,33.5449333191
2006-05-11 01:00:00,4.2514286041,8.4281835556,37.666305542,62.7585830688,15.3752193451,57.9572715759,32.7395629883
2006-05-12 01:00:00,4.2271428108,8.3725337982,37.2948875427,61.9048080444,15.59760952,57.8007087708,33.1126976013
2006-05-15 01:00:00,4.0642857552,8.3836612701,37.5601921082,61.0866394043,15.7663116455,57.2133255005,32.333190918
2006-05-16 01:00:00,4.0942854881,8.0361452103,37.6284255981,61.4708175659,15.49792099,57.6704521179,32.9944610596
2006-05-17 01:00:00,4.0128569603,8.0707740784,36.8097457886,59.5996627808,15.4749069214,55.6903343201,31.937871933
2006-05-18 01:00:00,3.958571434,7.8135352135,36.4762153625,58.8597259521,15.559261322,55.4836502075,30.8886795044
2006-05-19 01:00:00,3.9814286232,7.9780201912,36.589931488,60.1972846985,16.0040340424,56.3127975464,31.0918617249
2006-05-22 01:00:00,4.0,7.8382706642,36.5823440552,60.9799041748,15.7969884872,54.563129425,30.7667598724
2006-05-23 01:00:00,3.9900000095,7.8098268509,36.559589386,60.5814781189,15.6206092834,54.7321777344,31.261806488
2006-05-24 01:00:00,3.9914286137,7.8333249092,36.7491035461,58.6107215881,15.7126350403,54.2500076294,31.0623149872
2006-05-25 01:00:00,4.1071429253,7.9557595253,37.0750541687,59.044708252,15.7356376648,55.6051559448,31.8713760376
2006-05-26 01:00:00,4.1185712814,7.8592967987,37.4313278198,59.4075737,15.5746002197,56.1787796021,32.1706352234
2006-05-30 01:00:00,3.9285714626,7.5711421967,36.9158859253,58.4328346252,15.1605072021,54.7196731567,31.2802677155
2006-05-31 01:00:00,3.9557142258,7.3918185234,37.0690612793,59.2296981812,15.0914916992,55.2707290649,31.6238708496
2006-06-01 01:00:00,4.0728573799,7.6886310577,37.2988166809,59.507194519,15.7203035355,57.1369056702,31.8861656189
2006-06-02 01:00:00,3.9928572178,7.6255583763,37.7277107239,59.6210098267,15.674290657,57.086807251,32.4181556702
2006-06-05 01:00:00,3.8971428871,7.4202628136,37.3294487,58.4328346252,15.2448587418,55.6151809692,31.4280567169
2006-06-06 01:00:00,3.8414285183,7.3856363297,37.1686134338,57.3798789978,15.4672422409,55.1668014526,30.2938899994
