,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
245,1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,3000M Steeplechase,Bronze,Summer
246,1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,3000M Steeplechase,Gold,Summer
247,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,3000M Steeplechase,Silver,Summer
248,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,4000M Steeplechase,Bronze,Summer
249,1900,Paris,Athletics,Athletics,"RIMMER, John",GBR,Men,4000M Steeplechase,Gold,Summer
250,1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,Men,4000M Steeplechase,Silver,Summer
251,1900,Paris,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Men,400M,Bronze,Summer
252,1900,Paris,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,Men,400M,Gold,Summer
253,1900,Paris,Athletics,Athletics,"HOLLAND, William",USA,Men,400M,Silver,Summer
254,1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,400M Hurdles,Bronze,Summer
255,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,400M Hurdles,Gold,Summer
256,1900,Paris,Athletics,Athletics,"TAUZIN, Henri",FRA,Men,400M Hurdles,Silver,Summer
257,1900,Paris,Athletics,Athletics,"BENNETT, Charles",ZZX,Men,5000M Team,Gold,Summer
258,1900,Paris,Athletics,Athletics,"RIMMER, John",ZZX,Men,5000M Team,Gold,Summer
259,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",ZZX,Men,5000M Team,Gold,Summer
260,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",ZZX,Men,5000M Team,Gold,Summer
261,1900,Paris,Athletics,Athletics,"TYSOE, Alfred",ZZX,Men,5000M Team,Gold,Summer
262,1900,Paris,Athletics,Athletics,"CASTANET, André",FRA,Men,5000M Team,Silver,Summer
263,1900,Paris,Athletics,Athletics,"CHAMPOUDRY, Michel",FRA,Men,5000M Team,Silver,Summer
264,1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,5000M Team,Silver,Summer
265,1900,Paris,Athletics,Athletics,"DELOGE, Henri",FRA,Men,5000M Team,Silver,Summer
266,1900,Paris,Athletics,Athletics,"RAGUENEAU, Gaston",FRA,Men,5000M Team,Silver,Summer
267,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,60M,Bronze,Summer
268,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,60M,Gold,Summer
269,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,60M,Silver,Summer
270,1900,Paris,Athletics,Athletics,"HALL, David",USA,Men,800M,Bronze,Summer
271,1900,Paris,Athletics,Athletics,"TYSOE, Alfred",GBR,Men,800M,Gold,Summer
272,1900,Paris,Athletics,Athletics,"CREGAN, John",USA,Men,800M,Silver,Summer
273,1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Discus Throw,Bronze,Summer
274,1900,Paris,Athletics,Athletics,"BAUER, Rudolf",HUN,Men,Discus Throw,Gold,Summer
275,1900,Paris,Athletics,Athletics,"JANDA, Frantisek",BOH,Men,Discus Throw,Silver,Summer
276,1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Hammer Throw,Bronze,Summer
277,1900,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,Hammer Throw,Gold,Summer
278,1900,Paris,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,Hammer Throw,Silver,Summer
279,1900,Paris,Athletics,Athletics,"GÖNCZY, Lajos",HUN,Men,High Jump,Bronze,Summer
280,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,High Jump,Gold,Summer
281,1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,High Jump,Silver,Summer
282,1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,"High Jump, Standing",Bronze,Summer
283,1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"High Jump, Standing",Gold,Summer
284,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"High Jump, Standing",Silver,Summer
285,1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,Long Jump,Bronze,Summer
286,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,Long Jump,Gold,Summer
287,1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Long Jump,Silver,Summer
288,1900,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,Men,"Long Jump, Standing",Bronze,Summer
289,1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"Long Jump, Standing",Gold,Summer
290,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"Long Jump, Standing",Silver,Summer
291,1900,Paris,Athletics,Athletics,"FAST, Ernst",SWE,Men,Marathon,Bronze,Summer
292,1900,Paris,Athletics,Athletics,"THEATO, Michel",FRA,Men,Marathon,Gold,Summer
293,1900,Paris,Athletics,Athletics,"CHAMPION, Emile",FRA,Men,Marathon,Silver,Summer
294,1900,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Men,Pole Vault,Bronze,Summer
295,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Pole Vault,Gold,Summer
296,1900,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",USA,Men,Pole Vault,Silver,Summer
297,1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,Shot Put,Bronze,Summer
298,1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Shot Put,Gold,Summer
299,1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Shot Put,Silver,Summer
300,1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,Triple Jump,Bronze,Summer
301,1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Triple Jump,Gold,Summer
302,1900,Paris,Athletics,Athletics,"CONNOLLY, James",USA,Men,Triple Jump,Silver,Summer
303,1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,"Triple Jump, Standing",Bronze,Summer
304,1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"Triple Jump, Standing",Gold,Summer
305,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"Triple Jump, Standing",Silver,Summer
306,1900,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",ESP,Men,Cesta Punta,Gold,Summer
307,1900,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Men,Cesta Punta,Gold,Summer
308,1900,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,Men,Cesta Punta,Silver,Summer
309,1900,Paris,Basque Pelota,Basque Pelota,ETCHEGARAY,FRA,Men,Cesta Punta,Silver,Summer
310,1900,Paris,Cricket,Cricket,"BEACHCROFT, Charles",GBR,Men,Cricket,Gold,Summer
311,1900,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,Men,Cricket,Gold,Summer
312,1900,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,Men,Cricket,Gold,Summer
313,1900,Paris,Cricket,Cricket,"BUCKLEY, George John",GBR,Men,Cricket,Gold,Summer
314,1900,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,Men,Cricket,Gold,Summer
315,1900,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,Men,Cricket,Gold,Summer
316,1900,Paris,Cricket,Cricket,"CORNER, Harry Richard",GBR,Men,Cricket,Gold,Summer
317,1900,Paris,Cricket,Cricket,"CUMING, Frederick Wlliam",GBR,Men,Cricket,Gold,Summer
318,1900,Paris,Cricket,Cricket,"DONNE, William Stephen",GBR,Men,Cricket,Gold,Summer
319,1900,Paris,Cricket,Cricket,"POWLESLAND, Alfred James",GBR,Men,Cricket,Gold,Summer
320,1900,Paris,Cricket,Cricket,"SYMES, John",GBR,Men,Cricket,Gold,Summer
321,1900,Paris,Cricket,Cricket,"TOLLER, Montagu Henry",GBR,Men,Cricket,Gold,Summer
322,1900,Paris,Cricket,Cricket,"ANDERSON, W.",FRA,Men,Cricket,Silver,Summer
323,1900,Paris,Cricket,Cricket,"ATTRILL, W.T.",FRA,Men,Cricket,Silver,Summer
324,1900,Paris,Cricket,Cricket,"BRAID, J.",FRA,Men,Cricket,Silver,Summer
325,1900,Paris,Cricket,Cricket,"BROWNING, W.",FRA,Men,Cricket,Silver,Summer
326,1900,Paris,Cricket,Cricket,"HORNE, R.",FRA,Men,Cricket,Silver,Summer
327,1900,Paris,Cricket,Cricket,"JORDAN, T.H.",FRA,Men,Cricket,Silver,Summer
328,1900,Paris,Cricket,Cricket,"MCEVOY, A.",FRA,Men,Cricket,Silver,Summer
329,1900,Paris,Cricket,Cricket,"ROBINSON, D.",FRA,Men,Cricket,Silver,Summer
330,1900,Paris,Cricket,Cricket,"ROQUES, F.",FRA,Men,Cricket,Silver,Summer
331,1900,Paris,Cricket,Cricket,"SCHNEIDAU, A.J.",FRA,Men,Cricket,Silver,Summer
332,1900,Paris,Cricket,Cricket,"TERRY, Henry John",FRA,Men,Cricket,Silver,Summer
333,1900,Paris,Cricket,Cricket,"TOMALIN, P.H.",FRA,Men,Cricket,Silver,Summer
334,1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,Double,Gold,Summer
335,1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,Double,Gold,Summer
336,1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,Individual 1 Ball,Bronze,Summer
337,1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,Individual 1 Ball,Gold,Summer
338,1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,Individual 1 Ball,Silver,Summer
339,1900,Paris,Croquet,Croquet,SAUTREAU,FRA,Men,Individual 2 Balls,Bronze,Summer
340,1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,Individual 2 Balls,Gold,Summer
341,1900,Paris,Croquet,Croquet,VIGNEROT,FRA,Men,Individual 2 Balls,Silver,Summer
342,1900,Paris,Cycling,Cycling Track,"DAUMAIN, .....",FRA,Men,25 Kilometres,Bronze,Summer
343,1900,Paris,Cycling,Cycling Track,"BASTIEN, Louis",FRA,Men,25 Kilometres,Gold,Summer
344,1900,Paris,Cycling,Cycling Track,"HILDEBRAND, Louis",FRA,Men,25 Kilometres,Silver,Summer
345,1900,Paris,Cycling,Cycling Track,"LAKE, John Henry",USA,Men,Sprint Indivual,Bronze,Summer
346,1900,Paris,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,Men,Sprint Indivual,Gold,Summer
347,1900,Paris,Cycling,Cycling Track,"SANZ, Fernand",FRA,Men,Sprint Indivual,Silver,Summer
348,1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,High Jump,Bronze,Summer
349,1900,Paris,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,Men,High Jump,Gold,Summer
350,1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,High Jump,Gold,Summer
351,1900,Paris,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,Men,Individual,Bronze,Summer
352,1900,Paris,Equestrian,Jumping,"HAEGEMAN, Aimé",BEL,Men,Individual,Gold,Summer
353,1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,Individual,Silver,Summer
354,1900,Paris,Equestrian,Jumping,DE BELLEGARDE,FRA,Men,Long Jump Individual,Bronze,Summer
355,1900,Paris,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Men,Long Jump Individual,Gold,Summer
356,1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,Long Jump Individual,Silver,Summer
357,1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,Épée Individual,Bronze,Summer
358,1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,Épée Individual,Gold,Summer
359,1900,Paris,Fencing,Fencing,"PERREE, Louis",FRA,Men,Épée Individual,Silver,Summer
360,1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,"Épée, Amateurs And Masters",Bronze,Summer
361,1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Épée, Amateurs And Masters",Gold,Summer
362,1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,"Épée, Amateurs And Masters",Silver,Summer
363,1900,Paris,Fencing,Fencing,"LAURENT, Henri",FRA,Men,"Épée, Masters",Bronze,Summer
364,1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Épée, Masters",Gold,Summer
365,1900,Paris,Fencing,Fencing,"BOUGNOL, Emile",FRA,Men,"Épée, Masters",Silver,Summer
366,1900,Paris,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,Men,Foil Individual,Bronze,Summer
367,1900,Paris,Fencing,Fencing,"COSTE, Emile",FRA,Men,Foil Individual,Gold,Summer
368,1900,Paris,Fencing,Fencing,"MASSON, Henri",FRA,Men,Foil Individual,Silver,Summer
369,1900,Paris,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,Men,"Foil, Masters",Bronze,Summer
370,1900,Paris,Fencing,Fencing,"MERIGNAC, Lucien",FRA,Men,"Foil, Masters",Gold,Summer
371,1900,Paris,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,Men,"Foil, Masters",Silver,Summer
372,1900,Paris,Fencing,Fencing,"FLESCH, Siegfried",AUT,Men,Sabre Individual,Bronze,Summer
373,1900,Paris,Fencing,Fencing,"DE LA FALAISE, Georges",FRA,Men,Sabre Individual,Gold,Summer
374,1900,Paris,Fencing,Fencing,"THIEBAUT, Léon",FRA,Men,Sabre Individual,Silver,Summer
375,1900,Paris,Fencing,Fencing,"NERALIC, Milan",AUT,Men,"Sabre, Masters",Bronze,Summer
376,1900,Paris,Fencing,Fencing,"CONTE, Antonio",ITA,Men,"Sabre, Masters",Gold,Summer
377,1900,Paris,Fencing,Fencing,"SANTELLI, Italo",ITA,Men,"Sabre, Masters",Silver,Summer
378,1900,Paris,Football,Football,"DELBECQUE, Albert",BEL,Men,Football,Bronze,Summer
379,1900,Paris,Football,Football,"KELECOM, R.",BEL,Men,Football,Bronze,Summer
380,1900,Paris,Football,Football,"LEBOUTTE, Marcel",BEL,Men,Football,Bronze,Summer
381,1900,Paris,Football,Football,LONDOT,BEL,Men,Football,Bronze,Summer
382,1900,Paris,Football,Football,"MOREAU, Ernest",BEL,Men,Football,Bronze,Summer
383,1900,Paris,Football,Football,"NEEFS, E.",BEL,Men,Football,Bronze,Summer
384,1900,Paris,Football,Football,"PELGRIMS, Georges",BEL,Men,Football,Bronze,Summer
385,1900,Paris,Football,Football,"RENIER, Alphonse",BEL,Men,Football,Bronze,Summer
386,1900,Paris,Football,Football,"SPANNOGHE, E.",BEL,Men,Football,Bronze,Summer
387,1900,Paris,Football,Football,"THORNTON, Erich",BEL,Men,Football,Bronze,Summer
388,1900,Paris,Football,Football,VAN HEUCKELUM,BEL,Men,Football,Bronze,Summer
389,1900,Paris,Football,Football,"BUCKENHAM, Claude Percy",GBR,Men,Football,Gold,Summer
390,1900,Paris,Football,Football,"BURRIDGE, T.E.",GBR,Men,Football,Gold,Summer
391,1900,Paris,Football,Football,"CHALK, Alfred Ernest",GBR,Men,Football,Gold,Summer
392,1900,Paris,Football,Football,"GROSLING, William Sullivan",GBR,Men,Football,Gold,Summer
393,1900,Paris,Football,Football,"HASLAM, A.",GBR,Men,Football,Gold,Summer
394,1900,Paris,Football,Football,"JONES, J.H.",GBR,Men,Football,Gold,Summer
395,1900,Paris,Football,Football,"NICHOLAS, J.",GBR,Men,Football,Gold,Summer
396,1900,Paris,Football,Football,"QUASH, William Francis",GBR,Men,Football,Gold,Summer
397,1900,Paris,Football,Football,"SPACKMAN, F.G.",GBR,Men,Football,Gold,Summer
398,1900,Paris,Football,Football,"TURNER, R.R.",GBR,Men,Football,Gold,Summer
399,1900,Paris,Football,Football,"ZEALLEY, James Edward",GBR,Men,Football,Gold,Summer
400,1900,Paris,Football,Football,"ALLEMANE, Pierre",FRA,Men,Football,Silver,Summer
401,1900,Paris,Football,Football,BACH,FRA,Men,Football,Silver,Summer
402,1900,Paris,Football,Football,"BLOCH, Jean",FRA,Men,Football,Silver,Summer
403,1900,Paris,Football,Football,"CANELLE, Fernand",FRA,Men,Football,Silver,Summer
404,1900,Paris,Football,Football,DUPARC,FRA,Men,Football,Silver,Summer
405,1900,Paris,Football,Football,FRAYSSE,FRA,Men,Football,Silver,Summer
406,1900,Paris,Football,Football,GAILLARD,FRA,Men,Football,Silver,Summer
407,1900,Paris,Football,Football,"GARNIER, René",FRA,Men,Football,Silver,Summer
408,1900,Paris,Football,Football,GRANDJEAN,FRA,Men,Football,Silver,Summer
409,1900,Paris,Football,Football,HUTEAU,FRA,Men,Football,Silver,Summer
410,1900,Paris,Football,Football,LAMBERT,FRA,Men,Football,Silver,Summer
411,1900,Paris,Football,Football,MACAIRE,FRA,Men,Football,Silver,Summer
412,1900,Paris,Football,Football,PELTIER,FRA,Men,Football,Silver,Summer
413,1900,Paris,Golf,Golf,"ROBERTSON, David Donaldson",GBR,Men,Individual,Bronze,Summer
414,1900,Paris,Golf,Golf,"SANDS, Charles Edward",USA,Men,Individual,Gold,Summer
415,1900,Paris,Golf,Golf,"RUTHERFORD, Walter",GBR,Men,Individual,Silver,Summer
416,1900,Paris,Golf,Golf,"PRATT, Daria",USA,Women,Individual,Bronze,Summer
417,1900,Paris,Golf,Golf,"ABBOTT, Margaret Ives",USA,Women,Individual,Gold,Summer
418,1900,Paris,Golf,Golf,"WHITTIER, Pauline",USA,Women,Individual,Silver,Summer
419,1900,Paris,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,Men,Individual All-Round,Bronze,Summer
420,1900,Paris,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,Men,Individual All-Round,Gold,Summer
421,1900,Paris,Gymnastics,Artistic G.,"BAS, Noël",FRA,Men,Individual All-Round,Silver,Summer
422,1900,Paris,Polo,Polo,"BOUSSOD, Jean",ZZX,Men,Polo,Bronze,Summer
423,1900,Paris,Polo,Polo,"DUC DE BISACCIA, Louis",ZZX,Men,Polo,Bronze,Summer
424,1900,Paris,Polo,Polo,"FAUQUET LEMAITRE, A.",ZZX,Men,Polo,Bronze,Summer
425,1900,Paris,Polo,Polo,"RAOUL-DUVAL, Maurice",ZZX,Men,Polo,Bronze,Summer
426,1900,Paris,Polo,Polo,"DALY, Dennis",ZZX,Men,Polo,Gold,Summer
427,1900,Paris,Polo,Polo,"KEENE, Foxhall Parker",ZZX,Men,Polo,Gold,Summer
428,1900,Paris,Polo,Polo,"MACKEY, Frank Jay",ZZX,Men,Polo,Gold,Summer
429,1900,Paris,Polo,Polo,"RAWLINSON, Alfred",ZZX,Men,Polo,Gold,Summer
430,1900,Paris,Polo,Polo,"BUCKMASTER, Walter Selby",ZZX,Men,Polo,Silver,Summer
431,1900,Paris,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",ZZX,Men,Polo,Silver,Summer
432,1900,Paris,Polo,Polo,"FREAKE, Frederick Maitland",ZZX,Men,Polo,Silver,Summer
433,1900,Paris,Polo,Polo,"MCCREERY, Walter Adolph",ZZX,Men,Polo,Silver,Summer
434,1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Men,Eight With Coxswain (8+),Bronze,Summer
435,1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Eight With Coxswain (8+),Bronze,Summer
436,1900,Paris,Rowing,Rowing,"KLEIN, Roelof",NED,Men,Eight With Coxswain (8+),Bronze,Summer
437,1900,Paris,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Men,Eight With Coxswain (8+),Bronze,Summer
438,1900,Paris,Rowing,Rowing,"MIDDELBERG, Walter",NED,Men,Eight With Coxswain (8+),Bronze,Summer
439,1900,Paris,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Men,Eight With Coxswain (8+),Bronze,Summer
440,1900,Paris,Rowing,Rowing,"THIJSSEN, Walter",NED,Men,Eight With Coxswain (8+),Bronze,Summer
441,1900,Paris,Rowing,Rowing,"TROMP, Henricus",NED,Men,Eight With Coxswain (8+),Bronze,Summer
442,1900,Paris,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Men,Eight With Coxswain (8+),Bronze,Summer
443,1900,Paris,Rowing,Rowing,"ABELL, Louis",USA,Men,Eight With Coxswain (8+),Gold,Summer
444,1900,Paris,Rowing,Rowing,"CARR, William",USA,Men,Eight With Coxswain (8+),Gold,Summer
445,1900,Paris,Rowing,Rowing,"DEBAECKE, Harry",USA,Men,Eight With Coxswain (8+),Gold,Summer
446,1900,Paris,Rowing,Rowing,"EXLEY, John",USA,Men,Eight With Coxswain (8+),Gold,Summer
447,1900,Paris,Rowing,Rowing,"GEIGER, John",USA,Men,Eight With Coxswain (8+),Gold,Summer
448,1900,Paris,Rowing,Rowing,"HEDLEY, Edward",USA,Men,Eight With Coxswain (8+),Gold,Summer
449,1900,Paris,Rowing,Rowing,"JUVENAL, James",USA,Men,Eight With Coxswain (8+),Gold,Summer
450,1900,Paris,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,Men,Eight With Coxswain (8+),Gold,Summer
451,1900,Paris,Rowing,Rowing,"MARSH, Edward",USA,Men,Eight With Coxswain (8+),Gold,Summer
452,1900,Paris,Rowing,Rowing,"BRUGGEMAN, Prospère",BEL,Men,Eight With Coxswain (8+),Silver,Summer
453,1900,Paris,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Men,Eight With Coxswain (8+),Silver,Summer
454,1900,Paris,Rowing,Rowing,"DE COCK, Oscar",BEL,Men,Eight With Coxswain (8+),Silver,Summer
455,1900,Paris,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,Eight With Coxswain (8+),Silver,Summer
456,1900,Paris,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,Summer
457,1900,Paris,Rowing,Rowing,"ODBERG, Frank",BEL,Men,Eight With Coxswain (8+),Silver,Summer
458,1900,Paris,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Men,Eight With Coxswain (8+),Silver,Summer
459,1900,Paris,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,Eight With Coxswain (8+),Silver,Summer
460,1900,Paris,Rowing,Rowing,"VERDONCK, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,Summer
461,1900,Paris,Rowing,Rowing,"CARSTENS, Wilhelm",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
462,1900,Paris,Rowing,Rowing,"FELLE, Ernst",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
463,1900,Paris,Rowing,Rowing,"FICKEISEN, Otto",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
464,1900,Paris,Rowing,Rowing,"KÖRNER, Julius",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
465,1900,Paris,Rowing,Rowing,"KRÖWERATH, Franz",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
466,1900,Paris,Rowing,Rowing,"LEHLE, Carl",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
467,1900,Paris,Rowing,Rowing,"MÖLLER, Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
468,1900,Paris,Rowing,Rowing,"MOTHS, Gustav Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
469,1900,Paris,Rowing,Rowing,"RÜSTER, Hugo",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
470,1900,Paris,Rowing,Rowing,"WILKER, Hermann",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer
471,1900,Paris,Rowing,Rowing,"BOUCKAERT, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
472,1900,Paris,Rowing,Rowing,"CAU, Jean",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
473,1900,Paris,Rowing,Rowing,CHARLOT,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
474,1900,Paris,Rowing,Rowing,"DELCHAMBRE, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
475,1900,Paris,Rowing,Rowing,"GOSSLER, Carl Heinrich",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
476,1900,Paris,Rowing,Rowing,"GOSSLER, Gustav Ludwig",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
477,1900,Paris,Rowing,Rowing,"GOSSLER, Oscar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
478,1900,Paris,Rowing,Rowing,"HAZEBROUCK, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
479,1900,Paris,Rowing,Rowing,"KATZENSTEIN, Walther",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
480,1900,Paris,Rowing,Rowing,"TIETGENS, Waldemar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer
481,1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
482,1900,Paris,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
483,1900,Paris,Rowing,Rowing,"LOTSY, Gerhard Oswald",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
484,1900,Paris,Rowing,Rowing,"LOTSY, Paulus Jan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
485,1900,Paris,Rowing,Rowing,"LUMPP, Georges",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
486,1900,Paris,Rowing,Rowing,"PERRIN, Charles",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
487,1900,Paris,Rowing,Rowing,"SOUBEYRAN, Daniel",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
488,1900,Paris,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
489,1900,Paris,Rowing,Rowing,"WEGELIN, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer
490,1900,Paris,Rowing,Rowing,"DELTOUR, Carlos",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
491,1900,Paris,Rowing,Rowing,"PAOLI, Raoul",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
492,1900,Paris,Rowing,Rowing,"VEDRENNE, Antoine Erneste",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer
493,1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
494,1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
495,1900,Paris,Rowing,Rowing,"KLEIN, Roelof",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer
496,1900,Paris,Rowing,Rowing,"MARTINET, Louis",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer
